category,name,mrp,discount_pct_raw,available_qty,discounted_price,weight_g,out_of_stock,qty,discount_amount,discount_pct,total_revenue_raw,price_per_gms,mrp_bucket,weight_kg,discounted_price_calc,total_revenue_calc
Fruits & Vegetables,Onion,2500,16,3,2100,1000,FALSE,1,400,0.6,1000,2.1,Medium,1,2100,2100
Fruits & Vegetables,Tomato Hybrid,4200,16,3,3500,1000,FALSE,1,700,0.8,1000,3.5,High,1,3500,3500
Fruits & Vegetables,Tender Coconut,5100,15,3,4300,58,FALSE,1,800,1,58,74.14,High,0.058,4300,4300
Fruits & Vegetables,Coriander Leaves,2000,15,3,1700,100,FALSE,100,300,1,10000,17,Medium,0.1,1700,170000
Fruits & Vegetables,Ladies Finger ,1400,14,3,1200,250,FALSE,250,200,0.8,62500,4.8,Low,0.25,1200,300000
Fruits & Vegetables,Potato,3500,17,3,2900,1000,FALSE,1,600,0.7,1000,2.9,Medium,1,2900,2900
Fruits & Vegetables,Lemon,7500,16,3,6300,200,FALSE,200,1200,1,40000,31.5,High,0.2,6300,1260000
Fruits & Vegetables,Watermelon ,5800,15,3,4900,58,FALSE,1,900,1,58,84.48,High,0.058,4900,4900
Fruits & Vegetables,Capsicum Green ,2300,17,3,1900,250,FALSE,250,400,0.9,62500,7.6,Medium,0.25,1900,475000
Fruits & Vegetables,Chilli Green ,1900,15,3,1600,100,FALSE,100,300,0.9,10000,16,Low,0.1,1600,160000
Fruits & Vegetables,Banana Robusta,2900,17,3,2400,348,FALSE,6,500,0.9,2088,6.9,Medium,0.348,2400,14400
Fruits & Vegetables,Garlic Indian ,1100,18,3,900,100,FALSE,100,200,0.9,10000,9,Low,0.1,900,90000
Fruits & Vegetables,Cauliflower,2600,15,3,2200,58,FALSE,1,400,1,58,37.93,Medium,0.058,2200,2200
Fruits & Vegetables,Ginger,1400,14,3,1200,200,FALSE,200,200,0.9,40000,6,Low,0.2,1200,240000
Fruits & Vegetables,Spinach,1900,15,3,1600,250,FALSE,250,300,0.9,62500,6.4,Low,0.25,1600,400000
Fruits & Vegetables,Muskmelon,4200,16,3,3500,58,FALSE,1,700,1,58,60.34,High,0.058,3500,3500
Fruits & Vegetables,Cabbage ,1500,13,3,1300,58,FALSE,1,200,1,58,22.41,Low,0.058,1300,1300
Fruits & Vegetables,Methi,3000,16,3,2500,250,FALSE,250,500,0.9,62500,10,Medium,0.25,2500,625000
Fruits & Vegetables,Broccoli,3600,16,3,3000,500,FALSE,500,600,0.9,250000,6,Medium,0.5,3000,1500000
Fruits & Vegetables,Sapota,3000,16,3,2500,348,FALSE,6,500,0.9,2088,7.18,Medium,0.348,2500,15000
Fruits & Vegetables,Onion,6800,16,3,5700,3000,FALSE,3,1100,0.6,9000,1.9,High,3,5700,17100
Fruits & Vegetables,Potato,10000,16,3,8400,3000,FALSE,3,1600,0.7,9000,2.8,High,3,8400,25200
Fruits & Vegetables,Orange Nagpur,8200,15,3,6900,232,FALSE,4,1300,1,928,29.74,High,0.232,6900,27600
Fruits & Vegetables,Mint Leaves ,1100,18,3,900,100,FALSE,100,200,0.9,10000,9,Low,0.1,900,90000
Fruits & Vegetables,Beans French,3300,15,3,2800,250,FALSE,250,500,0.9,62500,11.2,Medium,0.25,2800,700000
Fruits & Vegetables,Bottle Gourd ,2600,15,3,2200,58,FALSE,1,400,1,58,37.93,Medium,0.058,2200,2200
Fruits & Vegetables,Banana Elaichi ,5800,15,3,4900,348,FALSE,6,900,0.9,2088,14.08,High,0.348,4900,29400
Fruits & Vegetables,Coconut Big,3600,16,3,3000,58,FALSE,1,600,1,58,51.72,Medium,0.058,3000,3000
Fruits & Vegetables,Curry Leaves,1300,15,3,1100,50,FALSE,50,200,1,2500,22,Low,0.05,1100,55000
Fruits & Vegetables,Brinjal Bharta,1900,15,3,1600,58,FALSE,1,300,1,58,27.59,Low,0.058,1600,1600
Fruits & Vegetables,Lettuce Iceberg,2500,16,3,2100,250,FALSE,250,400,0.9,62500,8.4,Medium,0.25,2100,525000
Fruits & Vegetables,Papaya,5400,16,3,4500,58,FALSE,1,900,1,58,77.59,High,0.058,4500,4500
Fruits & Vegetables,Apple Shimla,14200,16,3,11900,232,FALSE,4,2300,1,928,51.29,High,0.232,11900,47600
Fruits & Vegetables,Bitter Gourd,1800,16,3,1500,250,FALSE,250,300,0.9,62500,6,Low,0.25,1500,375000
Fruits & Vegetables,Brinjal Small,1800,16,3,1500,250,FALSE,250,300,0.9,62500,6,Low,0.25,1500,375000
Fruits & Vegetables,Sweet Corn,3600,16,3,3000,116,FALSE,2,600,1,232,25.86,Medium,0.116,3000,6000
Fruits & Vegetables,Spring Onion ,1800,16,3,1500,250,FALSE,250,300,0.9,62500,6,Low,0.25,1500,375000
Fruits & Vegetables,Bell Peppers Red & Yellow ,11800,16,3,9900,116,FALSE,2,1900,1,232,85.34,High,0.116,9900,19800
Fruits & Vegetables,Pomegranate ,10600,16,3,8900,116,FALSE,2,1700,1,232,76.72,High,0.116,8900,17800
Fruits & Vegetables,Sweet Lime,3000,16,3,2500,116,FALSE,2,500,1,232,21.55,Medium,0.116,2500,5000
Fruits & Vegetables,Baby Potato,1900,15,3,1600,500,FALSE,500,300,0.7,250000,3.2,Low,0.5,1600,800000
Fruits & Vegetables,Coccinia,3200,15,3,2700,250,FALSE,250,500,0.9,62500,10.8,Medium,0.25,2700,675000
Fruits & Vegetables,Guava,5400,16,3,4500,232,FALSE,4,900,1,928,19.4,High,0.232,4500,18000
Fruits & Vegetables,Apple Washington,17700,15,3,14900,232,FALSE,4,2800,1,928,64.22,High,0.232,14900,59600
Fruits & Vegetables,Amla,3200,15,3,2700,250,FALSE,250,500,0.9,62500,10.8,Medium,0.25,2700,675000
Fruits & Vegetables,Beans Cluster,3000,16,3,2500,250,FALSE,250,500,0.9,62500,10,Medium,0.25,2500,625000
Fruits & Vegetables,Apple Royal Gala,18900,15,3,15900,232,FALSE,4,3000,1,928,68.53,High,0.232,15900,63600
Fruits & Vegetables,Chilli Bhaji,3000,16,3,2500,250,FALSE,250,500,0.9,62500,10,Medium,0.25,2500,625000
Fruits & Vegetables,Lettuce Green,2300,17,3,1900,100,FALSE,100,400,1,10000,19,Medium,0.1,1900,190000
Fruits & Vegetables,Baby Corn Peeled,3500,17,3,2900,250,FALSE,250,600,0.9,62500,11.6,Medium,0.25,2900,725000
Fruits & Vegetables,Mixed Sprouts,3500,17,3,2900,200,FALSE,200,600,0.9,40000,14.5,Medium,0.2,2900,580000
Fruits & Vegetables,Zucchini Green,3500,17,3,2900,250,FALSE,250,600,0.9,62500,11.6,Medium,0.25,2900,725000
Fruits & Vegetables,Beans Broad,4200,16,3,3500,250,FALSE,250,700,0.9,62500,14,High,0.25,3500,875000
Fruits & Vegetables,Raw Banana,2000,15,6,1700,500,FALSE,500,300,0.8,250000,3.4,Medium,0.5,1700,850000
Fruits & Vegetables,Colocasia ,2900,17,6,2400,500,FALSE,500,500,0.8,250000,4.8,Medium,0.5,2400,1200000
Fruits & Vegetables,Tomato Cherry ,3500,17,3,2900,200,FALSE,200,600,0.9,40000,14.5,Medium,0.2,2900,580000
Fruits & Vegetables,Sweet Potato ,3800,15,3,3200,500,FALSE,500,600,0.9,250000,6.4,Medium,0.5,3200,1600000
Fruits & Vegetables,Pineapple Slice,8900,15,3,7500,200,FALSE,200,1400,1,40000,37.5,High,0.2,7500,1500000
Fruits & Vegetables,Orange,5400,16,3,4500,116,FALSE,2,900,1,232,38.79,High,0.116,4500,9000
Fruits & Vegetables,Dragon Fruit Imported,7000,15,3,5900,58,FALSE,1,1100,1,58,101.72,High,0.058,5900,5900
Fruits & Vegetables,Zucchini Yellow,4200,16,3,3500,250,FALSE,500,700,0.9,125000,14,High,0.25,3500,1750000
Fruits & Vegetables,Apple Kinnaur,14200,16,6,11900,232,FALSE,4,2300,1,928,51.29,High,0.232,11900,47600
Fruits & Vegetables,Pineapple,9400,15,3,7900,58,FALSE,1,1500,1,58,136.21,High,0.058,7900,7900
Fruits & Vegetables,Basil,2000,15,3,1700,100,FALSE,100,300,1,10000,17,Medium,0.1,1700,170000
Fruits & Vegetables,Parsley,1700,17,3,1400,100,FALSE,100,300,0.9,10000,14,Low,0.1,1400,140000
Fruits & Vegetables,Ridge Gourd,3000,16,3,2500,500,FALSE,500,500,0.8,250000,5,Medium,0.5,2500,1250000
Fruits & Vegetables,Papaya Cut,4600,15,3,3900,200,FALSE,200,700,1,40000,19.5,High,0.2,3900,780000
Fruits & Vegetables,Pomegranate Peeled,5800,15,2,4900,100,FALSE,100,900,1,10000,49,High,0.1,4900,490000
Fruits & Vegetables,Pear Green Imported,8200,15,3,6900,116,FALSE,2,1300,1,232,59.48,High,0.116,6900,13800
Fruits & Vegetables,Guava Thai,7000,15,3,5900,116,FALSE,2,1100,1,232,50.86,High,0.116,5900,11800
Fruits & Vegetables,Lettuce Red,2000,15,3,1700,100,FALSE,100,300,1,10000,17,Medium,0.1,1700,170000
Fruits & Vegetables,Mango Raw,6000,16,3,5000,500,FALSE,500,1000,0.9,250000,10,High,0.5,5000,2500000
Fruits & Vegetables,Biryani /Pulav Mix,5800,15,3,4900,250,FALSE,250,900,1,62500,19.6,High,0.25,4900,1225000
Fruits & Vegetables,Banana Nendran,5400,16,6,4500,500,FALSE,500,900,0.9,250000,9,High,0.5,4500,2250000
Fruits & Vegetables,Pumpkin Cut,3000,16,3,2500,200,FALSE,200,500,0.9,40000,12.5,Medium,0.2,2500,500000
Fruits & Vegetables,Banana Red,5400,16,6,4500,500,FALSE,500,900,0.9,250000,9,High,0.5,4500,2250000
Fruits & Vegetables,Radish White,2300,17,6,1900,500,FALSE,500,400,0.8,250000,3.8,Medium,0.5,1900,950000
Fruits & Vegetables,Avocado Indian Premium,17700,15,3,14900,58,FALSE,1,2800,1,58,256.9,High,0.058,14900,14900
Fruits & Vegetables,Banana Leaf,1200,16,2,1000,58,FALSE,1,200,1,58,17.24,Low,0.058,1000,1000
Fruits & Vegetables,Sponge Gourd,2500,16,2,2100,300,FALSE,300,400,0.9,90000,7,Medium,0.3,2100,630000
Fruits & Vegetables,Zama Organics Carrot,2000,15,3,1700,250,FALSE,250,300,0.9,62500,6.8,Medium,0.25,1700,425000
Fruits & Vegetables,Safal Frozen - Mixed Vegetables,11000,4,2,10500,1000,FALSE,1,500,0.9,1000,10.5,High,1,10500,10500
Fruits & Vegetables,Zama Organics Sweet Potato,3700,16,3,3100,250,FALSE,250,600,0.9,62500,12.4,Medium,0.25,3100,775000
Fruits & Vegetables,Beetroot,1600,18,3,1300,500,FALSE,500,300,0.7,250000,2.6,Low,0.5,1300,650000
Fruits & Vegetables,Capsicum,2600,19,3,2100,500,FALSE,500,500,0.8,250000,4.2,Medium,0.5,2100,1050000
Fruits & Vegetables,Carrot,1900,21,3,1500,500,FALSE,500,400,0.7,250000,3,Low,0.5,1500,750000
Fruits & Vegetables,Garlic,1700,23,3,1300,200,FALSE,200,400,0.9,40000,6.5,Low,0.2,1300,260000
Fruits & Vegetables,Carrot,1300,15,0,1100,250,TRUE,200,200,0.8,50000,4.4,Low,0.25,1100,220000
Fruits & Vegetables,Beetroot,1100,18,0,900,250,TRUE,250,200,0.8,62500,3.6,Low,0.25,900,225000
Fruits & Vegetables,Moong Sprouts,3500,17,0,2900,200,TRUE,200,600,0.9,40000,14.5,Medium,0.2,2900,580000
Fruits & Vegetables,Safal Frozen Mixed Vegetables,6000,5,0,5700,500,TRUE,500,300,0.9,250000,11.4,High,0.5,5700,2850000
Fruits & Vegetables,Safal Frozen Corn,4100,4,0,3900,200,TRUE,200,200,1,40000,19.5,High,0.2,3900,780000
Fruits & Vegetables,Safal Frozen - Sweet Corn,16000,5,0,15200,1000,TRUE,1,800,0.9,1000,15.2,High,1,15200,15200
Cooking Essentials,Maggi 2 Minute Masala Noodles,1200,0,6,1200,70,FALSE,70,0,0.9,4900,17.14,Low,0.07,1200,84000
Cooking Essentials,iD Idli & Dosa Batter ,8000,15,6,6800,1000,FALSE,1,1200,0.9,1000,6.8,High,1,6800,6800
Cooking Essentials,Tata Salt,2400,0,6,2400,1000,FALSE,1,0,0.6,1000,2.4,Medium,1,2400,2400
Cooking Essentials,Arden Eggs White,9700,0,4,9700,696,FALSE,12,0,0.9,8352,13.94,High,0.696,9700,116400
Cooking Essentials,Arden Eggs White,6500,15,4,5500,348,FALSE,6,1000,0.9,2088,15.8,High,0.348,5500,33000
Cooking Essentials,Fortune Sunlite Refined Sunflower (Pouch),23000,4,6,21900,1000,FALSE,1,1100,1,1000,21.9,High,1,21900,21900
Cooking Essentials,Aashirvaad Superior MP Atta,25000,2,6,24500,5000,FALSE,5,500,0.8,25000,4.9,High,5,24500,122500
Cooking Essentials,Amul Pure Ghee (Pouch),25500,2,6,24900,500,FALSE,500,600,1,250000,49.8,High,0.5,24900,12450000
Cooking Essentials,Arden Eggs Brown,8500,7,4,7900,348,FALSE,6,600,1,2088,22.7,High,0.348,7900,47400
Cooking Essentials,Tata Salt Lite,4000,10,6,3600,1000,FALSE,1,400,0.8,1000,3.6,High,1,3600,3600
Cooking Essentials,Saffola Gold Oil (Pouch),21500,0,6,21500,1000,FALSE,1,0,1,1000,21.5,High,1,21500,21500
Cooking Essentials,Fortune Sunlite Refined Sunflower (Jar),92500,0,6,92500,5000,FALSE,5,0,0.9,25000,18.5,High,5,92500,462500
Cooking Essentials,Fortune Rice Bran (Pouch),22500,11,6,19900,1000,FALSE,1,2600,1,1000,19.9,High,1,19900,19900
Cooking Essentials,Saffola Active Oil,21000,0,6,21000,1000,FALSE,1,0,1,1000,21,High,1,21000,21000
Cooking Essentials,Amul Pure Ghee (Pouch),50500,1,2,49900,1000,FALSE,1,600,1,1000,49.9,High,1,49900,49900
Cooking Essentials,Aashirvaad Atta,46000,13,6,39900,10000,FALSE,10,6100,0.8,100000,3.99,High,10,39900,399000
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),16000,6,4,14900,1000,FALSE,1,1100,0.9,1000,14.9,High,1,14900,14900
Cooking Essentials,Amul Ghee (Tin),52000,2,6,50900,1000,FALSE,1,1100,1,1000,50.9,High,1,50900,50900
Cooking Essentials,Amul Fresh Cream,19700,3,3,19100,1000,FALSE,1,600,0.9,1000,19.1,High,1,19100,19100
Cooking Essentials,Popular Essentials Pure Jaggery,5000,2,6,4900,450,FALSE,450,100,0.9,202500,10.89,High,0.45,4900,2205000
Cooking Essentials,Aashirvaad Multigrain Atta,6400,3,2,6200,1000,FALSE,1,200,0.8,1000,6.2,High,1,6200,6200
Cooking Essentials,Fortune Soyabean Oil,100500,0,6,99900,5000,FALSE,5,600,1,25000,19.98,High,5,99900,499500
Cooking Essentials,Popular Essentials Sunflower Seeds,2500,0,6,2500,50,FALSE,50,0,1,2500,50,Medium,0.05,2500,125000
Cooking Essentials,Tata Sampann kabuli chana,18500,1,4,18300,1000,FALSE,500,200,0.9,500000,18.3,High,1,18300,9150000
Cooking Essentials,Dhara Groundnut Oil (Pouch),23000,11,6,20300,1000,FALSE,1,2700,1,1000,20.3,High,1,20300,20300
Cooking Essentials,Dhara Health Refined Sun Flower Oil Jar,120000,18,6,98400,5000,FALSE,5,21600,1,25000,19.68,High,5,98400,492000
Cooking Essentials,24 Mantra Organic Jaggery Powder,8000,15,6,6800,500,FALSE,500,1200,0.9,250000,13.6,High,0.5,6800,3400000
Cooking Essentials,Tata Sampann High Protien Kabuli Chana,9400,0,1,9400,500,FALSE,500,0,0.9,250000,18.8,High,0.5,9400,4700000
Cooking Essentials,Dhara Kachi Ghani Mustard Oil Jar,125000,8,6,114300,5000,FALSE,5,10700,1,25000,22.86,High,5,114300,571500
Cooking Essentials,D'lecta Dairy Cream,5400,5,6,5100,200,FALSE,200,300,1,40000,25.5,High,0.2,5100,1020000
Cooking Essentials,Ching's Secret Instant Hot Garlic Noodles,1500,0,3,1500,60,FALSE,60,0,1,3600,25,Low,0.06,1500,90000
Cooking Essentials,Dabur Ginger Garlic Paste,2500,8,3,2300,100,FALSE,100,200,1,10000,23,Medium,0.1,2300,230000
Cooking Essentials,Ching's Secret Instant Schezwan Noodles,1500,0,6,1500,60,FALSE,60,0,1,3600,25,Low,0.06,1500,90000
Cooking Essentials,Gowardhan Ghee/Tuppa Jar,31500,1,6,30900,500,FALSE,500,600,1,250000,61.8,High,0.5,30900,15450000
Cooking Essentials,Tata Sampann Unpolished Moong Dal ,9200,4,4,8800,500,FALSE,500,400,0.9,250000,17.6,High,0.5,8800,4400000
Cooking Essentials,Aashirvaad Select Atta,6400,0,6,6400,1000,FALSE,1,0,0.8,1000,6.4,High,1,6400,6400
Cooking Essentials,Popular Essentials Misri Dana (Diamond Sugar) ,1500,0,4,1500,100,FALSE,100,0,0.9,10000,15,Low,0.1,1500,150000
Cooking Essentials,Gowardhan Ghee Jar,59800,3,6,57900,1000,FALSE,1,1900,1,1000,57.9,High,1,57900,57900
Cooking Essentials,Top Ramen  Noodles Curry Veg Pouch,2000,0,1,2000,70,FALSE,70,0,1,4900,28.57,Medium,0.07,2000,140000
Cooking Essentials,Popular Essentials Refined Sugar,6000,0,6,6000,1000,FALSE,1,0,0.8,1000,6,High,1,6000,6000
Cooking Essentials,Fortune Kachi Ghani Mustard Oil Bottle,21600,7,6,19900,1000,FALSE,1,1700,1,1000,19.9,High,1,19900,19900
Cooking Essentials,Saffola Veggie Twist Masala Oats,1500,0,6,1500,38,FALSE,38,0,1,1444,39.47,Low,0.038,1500,57000
Cooking Essentials,Satyam Puffed Rice Kurmura (R),2300,0,6,2300,200,FALSE,200,0,0.9,40000,11.5,Medium,0.2,2300,460000
Cooking Essentials,Quaker Oats,7900,0,2,7900,400,FALSE,400,0,0.9,160000,19.75,High,0.4,7900,3160000
Cooking Essentials,Aashirvaad Select Sharbati Atta,31500,10,6,28300,5000,FALSE,5,3200,0.8,25000,5.66,High,5,28300,141500
Cooking Essentials,Popular Essentials Refined Sugar,29500,10,6,26500,5000,FALSE,5,3000,0.8,25000,5.3,High,5,26500,132500
Cooking Essentials,Gowardhan Cow Ghee Pouch,57900,10,6,52100,1000,FALSE,1,5800,1,1000,52.1,High,1,52100,52100
Cooking Essentials,Dhara Nourish Refined Sunflower Oil Pouch,21000,5,6,19900,1000,FALSE,1,1100,1,1000,19.9,High,1,19900,19900
Cooking Essentials,Parachute Oil ,4000,7,3,3700,100,FALSE,100,300,1,10000,37,High,0.1,3700,370000
Cooking Essentials,Popular Essentials Plain Puffed Rice (Murmura/Muri),1800,0,6,1800,100,FALSE,100,0,0.9,10000,18,Low,0.1,1800,180000
Cooking Essentials,Amul Mithai Mate Condensed Sweetened Milk,5600,3,4,5400,200,FALSE,200,200,1,40000,27,High,0.2,5400,1080000
Cooking Essentials,Saffola Gold (Jar),124000,0,6,124000,5000,FALSE,5,0,1,25000,24.8,High,5,124000,620000
Cooking Essentials,McCain New Mini Samosa with Cheese Pizza Style Filling,12000,1,3,11800,240,FALSE,240,200,1,57600,49.17,High,0.24,11800,2832000
Cooking Essentials,Fortune Rice Bran Health Oil (Jar),105000,1,6,103900,5000,FALSE,5,1100,1,25000,20.78,High,5,103900,519500
Cooking Essentials,Arden Desi Eggs,11000,13,4,9500,348,FALSE,6,1500,1,2088,27.3,High,0.348,9500,57000
Cooking Essentials,Fortune Rozana Basmati Rice,58500,21,6,46200,5000,FALSE,5,12300,0.9,25000,9.24,High,5,46200,231000
Cooking Essentials,Fortune Biriyani Special Basmati Rice,17500,0,5,17500,1000,FALSE,1,0,0.9,1000,17.5,High,1,17500,17500
Cooking Essentials,Everest Garam Masala,7800,7,5,7200,100,FALSE,100,600,1,10000,72,High,0.1,7200,720000
Cooking Essentials,Popular Essentials Pumpkin Seeds,9000,16,6,7500,100,FALSE,100,1500,1,10000,75,High,0.1,7500,750000
Cooking Essentials,Fortune Soya Health Refined Soybean Oil,21000,1,2,20600,1000,FALSE,1,400,1,1000,20.6,High,1,20600,20600
Cooking Essentials,Gowardhan Pure Ghee Pouch,29500,4,6,28100,500,FALSE,500,1400,1,250000,56.2,High,0.5,28100,14050000
Cooking Essentials,Popular Essentials Jeera/Cumin Seeds,4000,5,3,3800,100,FALSE,100,200,1,10000,38,High,0.1,3800,380000
Cooking Essentials,Weikfield Baking Soda,3000,3,6,2900,100,FALSE,100,100,1,10000,29,Medium,0.1,2900,290000
Cooking Essentials,Everest Pav Bhaji Masala,3700,10,4,3300,50,FALSE,50,400,1,2500,66,Medium,0.05,3300,165000
Cooking Essentials,Tata Sampann Unpolished Chana Dal,9500,6,2,8900,1000,FALSE,500,600,0.9,500000,8.9,High,1,8900,4450000
Cooking Essentials,Amul Mithai Mate EOE Tin,11200,2,6,10900,400,FALSE,400,300,1,160000,27.25,High,0.4,10900,4360000
Cooking Essentials,Pillsbury Chakki Fresh Atta,45000,16,6,37500,10000,FALSE,10,7500,0.8,100000,3.75,High,10,37500,375000
Cooking Essentials,Everest Chicken Masala,3900,2,1,3800,50,FALSE,50,100,1,2500,76,Medium,0.05,3800,190000
Cooking Essentials,Dhara Life Refined Ricebran Oil (Pouch),20500,7,6,19000,1000,FALSE,1,1500,1,1000,19,High,1,19000,19000
Cooking Essentials,Borges Extra Virgin Olive Oil,40000,25,1,29900,250,FALSE,250,10100,1,62500,119.6,High,0.25,29900,7475000
Cooking Essentials,Everest Shahi Biryani Masala,7000,14,6,6000,50,FALSE,50,1000,1,2500,120,High,0.05,6000,300000
Cooking Essentials,Popular Essentials Californian Almond,35000,28,6,25100,250,FALSE,250,9900,1,62500,100.4,High,0.25,25100,6275000
Cooking Essentials,Popular Essentials Ajwain Whole,2500,0,4,2500,50,FALSE,50,0,1,2500,50,Medium,0.05,2500,125000
Cooking Essentials,Everest Tikhalal Chilli Powder,23500,9,6,21200,500,FALSE,500,2300,1,250000,42.4,High,0.5,21200,10600000
Cooking Essentials,Popular Essentials Kabuli Chana Regular,8500,9,6,7700,500,FALSE,500,800,0.9,250000,15.4,High,0.5,7700,3850000
Cooking Essentials,Pillsbury Chakki Fresh Atta,5200,0,4,5200,1000,FALSE,1,0,0.8,1000,5.2,High,1,5200,5200
Cooking Essentials,Popular Essentials Saunf/Fennel Seeds,4500,2,6,4400,100,FALSE,100,100,1,10000,44,High,0.1,4400,440000
Cooking Essentials,Popular Essentials Bansi Sooji,3500,2,3,3400,500,FALSE,500,100,0.9,250000,6.8,Medium,0.5,3400,1700000
Cooking Essentials,Happilo Premium International Queen Kalmi Dates,24500,29,6,17200,200,FALSE,200,7300,1,40000,86,High,0.2,17200,3440000
Cooking Essentials,Tata Sampann Unpolished Urad Whole,10100,6,4,9400,500,FALSE,500,700,1,250000,18.8,High,0.5,9400,4700000
Cooking Essentials,Popular Essentials Cashew Split,32500,12,6,28300,250,FALSE,250,4200,1,62500,113.2,High,0.25,28300,7075000
Cooking Essentials,Popular Essentials Chana Dal (Un-Polished),6000,10,6,5400,500,FALSE,500,600,0.9,250000,10.8,High,0.5,5400,2700000
Cooking Essentials,Tata Sampann Unpolished Rajma (Chitra),13400,6,6,12500,500,FALSE,500,900,1,250000,25,High,0.5,12500,6250000
Cooking Essentials,Everest Garam Masala,4200,2,2,4100,50,FALSE,50,100,1,2500,82,High,0.05,4100,205000
Cooking Essentials,Everest Kitchen King Masala,7000,14,2,6000,100,FALSE,100,1000,1,10000,60,High,0.1,6000,600000
Cooking Essentials,24 Mantra Organic Cumin,7000,7,2,6500,100,FALSE,100,500,1,10000,65,High,0.1,6500,650000
Cooking Essentials,Nestle Milkmaid,13200,3,6,12800,400,FALSE,400,400,1,160000,32,High,0.4,12800,5120000
Cooking Essentials,Popular Essentials Sona Masouri Steam Rice,6500,9,6,5900,1000,FALSE,1,600,0.8,1000,5.9,High,1,5900,5900
Cooking Essentials,24 Mantra Organic Tur Dal,26000,20,6,20800,1000,FALSE,1,5200,1,1000,20.8,High,1,20800,20800
Cooking Essentials,Gits Gulab Jamun Instant Dessert Mix,9900,10,6,8900,200,FALSE,200,1000,1,40000,44.5,High,0.2,8900,1780000
Cooking Essentials,Popular Essentials Black Masoor Whole (Un-Polished),6500,10,3,5800,500,FALSE,500,700,0.9,250000,11.6,High,0.5,5800,2900000
Cooking Essentials,24 Mantra Organic Peanuts,13500,7,1,12500,500,FALSE,500,1000,1,250000,25,High,0.5,12500,6250000
Cooking Essentials,Everest Hingraj Powder,9000,10,2,8100,50,FALSE,50,900,1,2500,162,High,0.05,8100,405000
Cooking Essentials,Everest Black Pepper Powder,13500,14,6,11500,100,FALSE,100,2000,1,10000,115,High,0.1,11500,1150000
Cooking Essentials,Tata Sampann Masoor Dal Stand,15000,10,4,13400,1000,FALSE,1,1600,0.9,1000,13.4,High,1,13400,13400
Cooking Essentials,24 Mantra Organic Besan,9500,7,5,8800,500,FALSE,500,700,0.9,250000,17.6,High,0.5,8800,4400000
Cooking Essentials,Quaker Oats,19900,7,6,18400,1000,FALSE,1,1500,0.9,1000,18.4,High,1,18400,18400
Cooking Essentials,Saffola Gold Refined Cooking Oil (Jar),48500,7,6,44900,2000,FALSE,2,3600,1,4000,22.45,High,2,44900,89800
Cooking Essentials,Nestle Everyday Dairy Whitener,21000,0,4,21000,400,FALSE,400,0,1,160000,52.5,High,0.4,21000,8400000
Cooking Essentials,24 Mantra Organic Red Poha,7500,8,1,6900,500,FALSE,500,600,0.9,250000,13.8,High,0.5,6900,3450000
Cooking Essentials,Everest Powder - Tea Masala,9800,9,5,8900,100,FALSE,100,900,1,10000,89,High,0.1,8900,890000
Cooking Essentials,Tata Sampann Urad Dal Split,9400,4,6,9000,500,FALSE,500,400,0.9,250000,18,High,0.5,9000,4500000
Cooking Essentials,Popular Essentials Idli Sooji ,3000,6,6,2800,500,FALSE,500,200,0.8,250000,5.6,Medium,0.5,2800,1400000
Cooking Essentials,Popular Essentials Dessicated Coconut,9500,9,6,8600,200,FALSE,200,900,1,40000,43,High,0.2,8600,1720000
Cooking Essentials,Sunfeast Yippee! Mood Masala Noodles,6000,28,3,4300,260,FALSE,260,1700,1,67600,16.54,High,0.26,4300,1118000
Cooking Essentials,Chef's Basket Durum Wheat Elbow Pasta,16000,50,6,8000,500,FALSE,500,8000,1,250000,16,High,0.5,8000,4000000
Cooking Essentials,MTR Breakfast Khatta Meetha Poha Mix,2500,20,6,2000,60,FALSE,60,500,1,3600,33.33,Medium,0.06,2000,120000
Cooking Essentials,Satyam Khobra,11300,10,5,10100,200,FALSE,200,1200,1,40000,50.5,High,0.2,10100,2020000
Cooking Essentials,Betty Crocker Complete Pancake Mix Original,11000,4,6,10500,250,FALSE,500,500,1,125000,42,High,0.25,10500,5250000
Cooking Essentials,Borges Durum Wheat Fusilli Pasta ,25000,0,3,25000,500,FALSE,500,0,1,250000,50,High,0.5,25000,12500000
Cooking Essentials,24 Mantra Organic Green Moong Dal - Split,13500,0,2,13500,500,FALSE,500,0,1,250000,27,High,0.5,13500,6750000
Cooking Essentials,Weikfield Vanilla Flavoured Custard Powder,3700,0,6,3700,100,FALSE,100,0,1,10000,37,Medium,0.1,3700,370000
Cooking Essentials,Tata Sampann Moong Dal Split,18000,1,5,17800,1000,FALSE,200,200,0.9,200000,17.8,High,1,17800,3560000
Cooking Essentials,Tata Sampann Kala Chana,6400,0,5,6400,500,FALSE,500,0,0.9,250000,12.8,High,0.5,6400,3200000
Cooking Essentials,Saffola Soya Chunks Mealmaker,5000,0,2,5000,200,FALSE,200,0,1,40000,25,High,0.2,5000,1000000
Cooking Essentials,24 Mantra Bura Sugar (Demerara),8000,10,6,7200,500,FALSE,500,800,0.9,250000,14.4,High,0.5,7200,3600000
Cooking Essentials,Popular Essentials Green Cardamom (Elaichi),20000,1,6,19800,50,FALSE,50,200,1,2500,396,High,0.05,19800,990000
