category,name,mrp,discount_pct_raw,available_qty,discounted_price,weight_g,out_of_stock,qty,discount_amount,discount_pct,total_revenue_raw,price_per_gms,mrp_bucket,weight_kg,discounted_price_calc,total_revenue_calc
"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,8800,2,2,8600,500,FALSE,500,200,0.9,250000,17.2,High,0.5,8600,4300000
"Dairy, Bread & Batter",Amul Mithai Mate Condensed Sweetened Milk,5600,3,4,5400,200,FALSE,200,200,1,40000,27,High,0.2,5400,1080000
"Dairy, Bread & Batter",Arden Desi Eggs,11000,13,4,9500,348,FALSE,6,1500,1,2088,27.3,High,0.348,9500,57000
"Dairy, Bread & Batter",Amul Cheese - Pepper,8500,3,6,8200,200,FALSE,200,300,1,40000,41,High,0.2,8200,1640000
"Dairy, Bread & Batter",Amul Cheese Spread Creamy,8500,5,6,8000,180,FALSE,180,500,1,32400,44.44,High,0.18,8000,1440000
"Dairy, Bread & Batter",The Bake Shop Foot Long,4000,0,1,4000,200,FALSE,200,0,1,40000,20,High,0.2,4000,800000
"Dairy, Bread & Batter",Amul Cheese Slices,36000,0,1,35900,750,FALSE,750,100,1,562500,47.87,High,0.75,35900,26925000
"Dairy, Bread & Batter",Suguna Sharp Egg ,7200,13,3,6200,348,FALSE,6,1000,1,2088,17.82,High,0.348,6200,37200
"Dairy, Bread & Batter",Amul Cheese Sauce Mexican Salsa,7500,4,1,7200,200,FALSE,200,300,1,40000,36,High,0.2,7200,1440000
"Dairy, Bread & Batter",Nestle Everyday Dairy Whitener,21000,0,4,21000,400,FALSE,400,0,1,160000,52.5,High,0.4,21000,8400000
"Dairy, Bread & Batter",Amul Pizza Cheese Processed,10900,4,6,10400,200,FALSE,200,500,1,40000,52,High,0.2,10400,2080000
"Dairy, Bread & Batter",Betty Crocker Complete Pancake Mix Original,11000,4,6,10500,250,FALSE,500,500,1,125000,42,High,0.25,10500,5250000
"Dairy, Bread & Batter",Amul Lite Spread,4000,2,5,3900,100,FALSE,100,100,1,10000,39,High,0.1,3900,390000
"Dairy, Bread & Batter",Go Cheese Slice - Plain,14000,5,6,13300,200,FALSE,200,700,1,40000,66.5,High,0.2,13300,2660000
"Dairy, Bread & Batter",Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,FALSE,165,500,1,27225,56.97,High,0.165,9400,1551000
"Dairy, Bread & Batter",RRO Sour Cream,27500,50,4,13700,200,FALSE,200,13800,1,40000,68.5,High,0.2,13700,2740000
"Dairy, Bread & Batter",D'lecta Natural Feta Cheese Block,10000,5,4,9500,100,FALSE,100,500,1,10000,95,High,0.1,9500,950000
"Dairy, Bread & Batter",Suguna Active - DHA,7200,13,4,6200,348,FALSE,6,1000,1,2088,17.82,High,0.348,6200,37200
"Dairy, Bread & Batter",Go Cheese Processed Angles Plain,10000,5,6,9500,160,FALSE,160,500,1,25600,59.38,High,0.16,9500,1520000
"Dairy, Bread & Batter",Epigamia Greek Yogurt - Natural,20000,0,1,20000,400,FALSE,400,0,1,160000,50,High,0.4,20000,8000000
"Dairy, Bread & Batter",Amul Unsalted Cooking Butter,24500,2,6,23800,500,FALSE,500,700,1,250000,47.6,High,0.5,23800,11900000
"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,FALSE,325,6100,1,105625,53.54,High,0.325,17400,5655000
"Dairy, Bread & Batter",The Laughing Cow Cheese Slices,15500,0,2,15500,200,FALSE,200,0,1,40000,77.5,High,0.2,15500,3100000
"Dairy, Bread & Batter",Epigamia Almond Milk Unsweetened Dairy Free,30000,33,4,19900,1000,FALSE,1,10100,1,1000,19.9,High,1,19900,19900
"Dairy, Bread & Batter",Go Cheese  Spread Plain,9900,5,6,9400,200,FALSE,200,500,1,40000,47,High,0.2,9400,1880000
"Dairy, Bread & Batter",So Good Almond Milk - Natural Unsweetened,7000,0,4,7000,200,FALSE,200,0,1,40000,35,High,0.2,7000,1400000
"Dairy, Bread & Batter",Amul Cheese Sauce Jalapeno,7500,0,5,7500,200,FALSE,200,0,1,40000,37.5,High,0.2,7500,1500000
"Dairy, Bread & Batter",D'lecta Cream Cheese,16900,4,4,16100,150,FALSE,150,800,1,22500,107.33,High,0.15,16100,2415000
"Dairy, Bread & Batter",Dlecta Natural Cheddar Slices,19900,5,6,18900,200,FALSE,200,1000,1,40000,94.5,High,0.2,18900,3780000
"Dairy, Bread & Batter",Suguna Heart- Omega3,7200,13,4,6200,348,FALSE,6,1000,1,2088,17.82,High,0.348,6200,37200
"Dairy, Bread & Batter",Go Cheese Spread - Garlic,9900,5,6,9400,200,FALSE,200,500,1,40000,47,High,0.2,9400,1880000
"Dairy, Bread & Batter",Go Pizza Cheese,14000,5,6,13300,200,FALSE,200,700,1,40000,66.5,High,0.2,13300,2660000
"Dairy, Bread & Batter",RRO Cheddar Block Cheese,29500,50,6,14700,200,FALSE,200,14800,1,40000,73.5,High,0.2,14700,2940000
"Dairy, Bread & Batter",The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,FALSE,325,2100,1,105625,59.69,High,0.325,19400,6305000
"Dairy, Bread & Batter",Suguna Fit Egg,12000,43,4,6800,348,FALSE,6,5200,1,2088,19.54,High,0.348,6800,40800
"Dairy, Bread & Batter",Pantai Coconut Cream,15000,4,4,14300,400,FALSE,400,700,1,160000,35.75,High,0.4,14300,5720000
"Dairy, Bread & Batter",RRO Fresh Ricotta,27500,50,6,13700,200,FALSE,200,13800,1,40000,68.5,High,0.2,13700,2740000
"Dairy, Bread & Batter",Dlecta Cheese Cubes 2,14500,5,6,13700,200,FALSE,200,800,1,40000,68.5,High,0.2,13700,2740000
"Dairy, Bread & Batter",RRO Mozzarella Pizza Cheese,27500,50,6,13700,200,FALSE,200,13800,1,40000,68.5,High,0.2,13700,2740000
"Dairy, Bread & Batter",The Laughing Cow Cheese Cubes,15000,0,4,15000,200,FALSE,200,0,1,40000,75,High,0.2,15000,3000000
"Dairy, Bread & Batter",Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900,10,6,20600,400,FALSE,400,2300,1,160000,51.5,High,0.4,20600,8240000
"Dairy, Bread & Batter",RRO Burrata Cheese,25000,50,4,12500,200,FALSE,200,12500,1,40000,62.5,High,0.2,12500,2500000
"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500,20,5,18800,325,FALSE,325,4700,1,105625,57.85,High,0.325,18800,6110000
"Dairy, Bread & Batter",Go Cheese Processed Squares,12500,5,6,11800,200,FALSE,200,700,1,40000,59,High,0.2,11800,2360000
"Dairy, Bread & Batter",Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,FALSE,400,1300,1,160000,39,High,0.4,15600,6240000
